genus,species,id,latitude,longitude,locality
micrarchus,hystriculeus,micra_hyst_1,-39.42945,175.4645167,"Rangataua, Rangataua Scenic Reserve"
micrarchus,hystriculeus,micra_hyst_2,-39.019717,176.563597,"Napier-Taupo Road, rest area"
micrarchus,hystriculeus,micra_hyst_3,-39.28678,176.40798,"Makahu Hut, Kaweka Range, Hawkes Bay"
micrarchus,hystriculeus,micra_hyst_4,-39.64491667,175.7138333,"Paengaroa Scenic Reserve, Mataroa, near Taihape"
micrarchus,hystriculeus,micra_hyst_5,-39.39616667,176.3143333,"West of Kuripapango, Gentle Annie Rd"
micrarchus,hystriculeus,micra_hyst_6,-41.01366,175.81867,"Te Parae Rd, nr Masterton"
micrarchus,hystriculeus,micra_hyst_7,-40.22435,176.2720333,Te Uri/Dannevirke
micrarchus,hystriculeus,micra_hyst_8,-40.86075,175.8726833,"Bideford, Waterfalls Rd"
micrarchus,hystriculeus,micra_hyst_9,-40.90048333,175.4681667,"Donnelleys Clearing Trk, Mt Holdsworth"
micrarchus,hystriculeus,micra_hyst_10,-40.99323333,175.50235,"Fensham Res., Carterton"
micrarchus,hystriculeus,micra_hyst_11,-41.00753333,175.3914,Waiohine Gorge abseil site
micrarchus,hystriculeus,micra_hyst_12,-41.02821667,175.95685,Ngaumu State Forest
micrarchus,hystriculeus,micra_hyst_13,-41.06081667,175.6038833,Carterton Scenic Res
micrarchus,hystriculeus,micra_hyst_14,-41.25586667,175.1463167,"Wairongomai Station, Rimutaka Ra."
micrarchus,hystriculeus,micra_hyst_15,-41.41026667,175.3646667,"Waikuku Lodge, Haurangi Mountains"
micrarchus,hystriculeus,micra_hyst_16,-41.4497,175.2408833,"Putangirua Pinnacles, Haurangi Mountains"
micrarchus,hystriculeus,micra_hyst_17,-41.34823333,174.9310333,"Catchpool Valley, Rimutaka Forest Pk"
micrarchus,hystriculeus,micra_hyst_18,-41.43348333,174.9133667,Turakirae Heads
micrarchus,hystriculeus,micra_hyst_19,-41.2825,174.7542,"145 Creswick Tce, Northland, Wellington"
micrarchus,hystriculeus,micra_hyst_20,-41.08702,174.7812,Mana Island
micrarchus,hystriculeus,micra_hyst_21,-41.0245,173.88959,Maud Island 
micrarchus,hystriculeus,micra_hyst_22,-40.84582,173.99323,Trio Is
micrarchus,hystriculeus,micra_hyst_23,-40.671264,173.997817,Stephens Island
micrarchus,hystriculeus,micra_hyst_24,-40.92771,173.84208,French Pass
micrarchus,hystriculeus,micra_hyst_25,-41.20246667,174.0322,Cowshed Bay Camp and Picnic Area
micrarchus,hystriculeus,micra_hyst_26,-41.38518333,174.058,"Whites Bay Recreation Reserve campground, Puketea Track"
micrarchus,hystriculeus,micra_hyst_27,-41.11243,174.03308,Manaroa/Clova Bay
micrarchus,hystriculeus,micra_hyst_28,-40.82218333,173.0026833,"Golden Bay Campground, Totranui"
micrarchus,hystriculeus,micra_hyst_29,-41.347626,173.348293,"Dun Mtn, Mineral Belt, Coads Creek"
micrarchus,hystriculeus,micra_hyst_30,-41.03296667,172.9005167,"Riwaka Resurgence, Abel Tasman National Park"
micrarchus,hystriculeus,micra_hyst_31,-41.1063,173.52305,"Whangamoa Rd, 1.4km S of Hori Bay"
micrarchus,hystriculeus,micra_hyst_32,-41.10675,173.5189833,"Hori Bay, 13.7km N of SH6 on Whangamoa Rd"
micrarchus,hystriculeus,micra_hyst_33,-41.80382,172.84702,"L. Rotoiti, Nelson"
micrarchus,hystriculeus,micra_hyst_34,-41.73086,172.99174,"Red Hills Hut, Mt Chrome"
micrarchus,hystriculeus,micra_hyst_35,-41.741923,173.819332,"Black Birch Ridge, Marlborough"
micrarchus,hystriculeus,micra_hyst_36,-41.21606667,173.5919333,"Carluke Scenic Reserve, near Rai Valley"
micrarchus,hystriculeus,micra_hyst_37,-41.71788333,173.1010333,Kowhai Point Res.
micrarchus,hystriculeus,micra_hyst_38,-42.70265,173.8727167,"Awatere Valley, Blairich Station, Black Birch Stream"
micrarchus,hystriculeus,micra_hyst_39,-41.3125,173.2916667,"Nelson, The Brook"
micrarchus,hystriculeus,micra_hyst_40,-41.1188,174.27697,Long Island
micrarchus,hystriculeus,micra_hyst_41,-41.39722,173.19034,"Rhoding, Nelson (Roding ?)"
micrarchus,nov-sp-2,micra_sp2_1,-41.0804,172.6261833,"Kahurangi Nat Pk, in basin at head of Lk Lockett Ra"
micrarchus,nov-sp-2,micra_sp2_2,-40.97166667,172.88925,"Takaka, Harwoods Hole Rd"
micrarchus,nov-sp-2,micra_sp2_3,-41.19786667,172.7124167,"Mt Arthur Trk, ridge above Mt Arthur hut"
micrarchus,nov-sp-2,micra_sp2_4,-41.7672,171.7868333,"Whareatea Mine, Denniston Hill"
micrarchus,nov-sp-2,micra_sp2_5,-41.10636667,172.6917333,"Top of Cobb Dam Rd, Kahurangi Nat Park"
micrarchus,nov-sp-2,micra_sp2_6,-41.8341,172.8112,Mt Robert
micrarchus,nov-sp-2,micra_sp2_7,-41.106972,172.633839,"Lake Sylvester, Nelson"
micrarchus,nov-sp-2,micra_sp2_8,-41.19731667,172.7134167,"Ridge behind Mt Arthur Hut, Mt Arthur Tableland, Arthur Ridge"
micrarchus,nov-sp-2,micra_sp2_9,-41.67445,171.857586,"Mt Augustus, Granity"
micrarchus,nov-sp-2,micra_sp2_10,-41.637513,171.902475,"Stockton Plateau, north of Rudolf Stm"
micrarchus,nov-sp-2,micra_sp2_11,-41.711559,171.864452,"Upper Waimangaroa Valley, north of Webb Stm"
micrarchus,nov-sp-2,micra_sp2_12,-42.076597,171.540442,"Mt Dewar, Paparoa Range"
micrarchus,nov-sp-2,micra_sp2_13,-41.729433,172.492347,"Mt Murchison, Buller Vly"
micrarchus,nov-sp-2,micra_sp2_14,-42.4052,171.3430833,"Paparoa Ra, Sewell Peak, site # 2"
micrarchus,nov-sp-2,micra_sp2_15,-42.41073333,171.3378833,"Paparoa Ra, Sewell Peak, site # 3"
micrarchus,nov-sp-2,micra_sp2_16,-41.76601667,171.7736833,Denniston Plateau
micrarchus,nov-sp-2,micra_sp2_17,-40.87358333,172.542,Lead Hill eastern slope
micrarchus,nov-sp-2,micra_sp2_18,-40.90106667,172.5784833,Boulder Lake
micrarchus,nov-sp-2,micra_sp2_19,-41.52406667,172.5655833,"Granity Pass, Mt Owen"
micrarchus,nov-sp-2,micra_sp2_20,-41.87456667,171.6290667,Bucklands Peak Hut
micrarchus,nov-sp-1,micra_sp1_1,-42.2432,173.8292833,"Ohau Scenic Reserve, N of Kaikoura"
micrarchus,nov-sp-1,micra_sp1_2,-42.36483333,173.5850667,"Road to Mt Fyffe, Kaikoura"
micrarchus,nov-sp-1,micra_sp1_3,-42.24688333,173.7520833,"Puhipuhi Scenic Reserve, Kaikoura"
micrarchus,nov-sp-1,micra_sp1_4,-42.25958333,173.8105333,"Halfmoon Bay Track head, along SH1"
micrarchus,nov-sp-1,micra_sp1_5,-41.877422,174.005413,"Waima River Valley, 2.7km E of Sawcut Gorge Trailhead(end of road) on Ure Rd 10.5km W of SH1"
micrarchus,nov-sp-1,micra_sp1_6,-42.33603333,173.6406333,"Mt Fyffe, Fyffe Palmer Scenic Reserve"
micrarchus,nov-sp-1,micra_sp1_7,-42.35028333,173.5683667,"Mt Fyffe track car park, Kaikoura"
micrarchus,nov-sp-1,micra_sp1_8,-41.96981667,173.9862167,"Kekerengu Valley Rd Site 2, Kaikoura"
micrarchus,nov-sp-1,micra_sp1_9,-42.21648333,173.8597667,"Okiwi Bay track, Kaikoura"
micrarchus,nov-sp-1,micra_sp1_10,-42.32395,173.5928833,"Kaikoura, Mt Fyffe Hut geocache"
micrarchus,nov-sp-3,micra_sp3_1,-40.671199,174.003611,"Stephens Is, Cook Strait"
spinotectarchus,acornutus_sub,spino_acorn_1,-34.43437308,172.8935473,Unuwhao
spinotectarchus,acornutus_sub,spino_acorn_2,-34.47249999,172.7644167,Kauri Bush Te Paki
spinotectarchus,acornutus_sub,spino_acorn_3,-34.49139999,172.8365167,"Kohuranaki, Te Paki"
spinotectarchus,acornutus,spino_acorn_4,-35.06913448,173.4440351,Paranui
spinotectarchus,acornutus,spino_acorn_5,-34.94771666,173.5447333,Whakaangi
spinotectarchus,acornutus,spino_acorn_6,-35.12214999,173.5652667,"Fern Flat Rd, Otangaroa Forest"
spinotectarchus,acornutus,spino_acorn_7,-35.1859,173.7822333,"Puketi Forest, Manginangina Kauri Walk"
spinotectarchus,acornutus,spino_acorn_8,-35.16338332,173.26995,"East Herekino, Kaitaia Walkway"
spinotectarchus,acornutus,spino_acorn_9,-35.20879999,173.19925,Herekino West
spinotectarchus,acornutus,spino_acorn_10,-35.19,173.4556666,Mangamuka Gorge Walkway
spinotectarchus,acornutus,spino_acorn_11,-35.19368332,173.4807833,Mangamuka Gorge picnic area
spinotectarchus,acornutus,spino_acorn_12,-35.72116666,173.6501666,Trounson Kauri Park
spinotectarchus,acornutus,spino_acorn_13,-35.30195,174.2335167,"Ngaiotonga Scenic Reserve, Kauri Grove"
spinotectarchus,acornutus,spino_acorn_14,-35.36931666,173.2833667,Warawara Forest
spinotectarchus,acornutus,spino_acorn_15,-35.65655,173.5632667,"Waipoua Forest, Hill south of DoC Forest HQ"
spinotectarchus,acornutus,spino_acorn_16,-35.53055554,173.4408337,Waima Forest
spinotectarchus,acornutus,spino_acorn_17,-35.85433333,174.5776833,Bream Head
spinotectarchus,acornutus,spino_acorn_18,-35.88696362,174.7773494,"Coppermine Isl, Hen and Chickens"
spinotectarchus,acornutus,spino_acorn_19,-36.36083332,174.6133333,"Dome Forest Walkway, north of Warkworth"
spinotectarchus,acornutus,spino_acorn_20,-36.46988333,174.59815,Moir Hill
spinotectarchus,acornutus,spino_acorn_21,-36.55731839,174.4763886,"Omeru, Kaipara"
spinotectarchus,acornutus,spino_acorn_22,-36.94265,174.4759333,"Maungaroa Lookout Tk, Piha"
spinotectarchus,acornutus,spino_acorn_23,-37.01132357,174.5383973,Don MacLean Trk
spinotectarchus,acornutus,spino_acorn_24,-37.04899999,175.2536667,"Waharau Reg Park, Hunua Ranges"
spinotectarchus,acornutus,spino_acorn_25,-36.29679528,175.5262979,"Great Barrier Island, Little Windy Hill"
spinotectarchus,acornutus,spino_acorn_26,-36.20833332,175.0716667,"Little Barrier Island, Water Bottle Track"
spinotectarchus,acornutus,spino_acorn_27,-36.21816666,175.05945,"Little Barrier Island, Start of Valley Trk"
spinotectarchus,acornutus,spino_acorn_28,-36.22083333,175.0616666,"Little Barrier Island, Shag Track"
spinotectarchus,acornutus,spino_acorn_29,-36.98941666,175.5876666,"Start of Waiomu Walk, Coroglen-Tapu Rd, 10.9km East of Tapu"
spinotectarchus,acornutus,spino_acorn_30,-36.34516666,174.6141667,"Dome Forest, Waiwhu Rd"
spinotectarchus,acornutus,spino_acorn_31,-37.21833332,175.0266666,"Mt William Scenic Reserve, Kauri Track"
spinotectarchus,acornutus,spino_acorn_32,-37.52141665,175.7305167,"Mt Te Aroha, Tui mine"
spinotectarchus,acornutus,spino_acorn_33,-37.53448926,175.7415085,"Mt Te Aroha, summitt"
spinotectarchus,acornutus,spino_acorn_34,-37.85078357,174.7814038,"Pirongia State Forest Pk, Mt Karioi, Waireke Track"
spinotectarchus,acornutus,spino_acorn_35,-37.54364999,175.8716167,"Kaimai Ra, Lindemann lookout, end of Lindemann Rd"
spinotectarchus,acornutus,spino_acorn_36,-38.10164989,176.4308375,Lake Okataina
spinotectarchus,acornutus,spino_acorn_37,-38.47083332,175.5721667,"Pureora Forest, Waitaramoa Rd, Track behind Pureora Lodge"
spinotectarchus,acornutus,spino_acorn_38,-35.27558333,173.6857666,"Puketi Forest, Waipapa River Trk"
spinotectarchus,acornutus,spino_acorn_39,-36.45841666,174.4670333,Mount Auckland
spinotectarchus,acornutus,spino_acorn_40,-35.89374887,174.136563,Tangihua
spinotectarchus,acornutus,spino_acorn_41,-37.1485657,175.673468,"Summit Kopu-Hikuai, Coromandel Range"
spinotectarchus,acornutus,spino_acorn_42,-35.19692777,173.798575,Omahuta (SM15)
spinotectarchus,acornutus,spino_acorn_43,-35.19223333,173.73315,"Puketi Forest, Onekura Tk"
spinotectarchus,acornutus,spino_acorn_44,-36.86355833,174.4736805,Matuku
spinotectarchus,acornutus,spino_acorn_45,-35.56228023,174.4992371,Whale Bay
spinotectarchus,acornutus,spino_acorn_46,-35.7092691,174.3319701,Dobbies Park
spinotectarchus,acornutus,spino_acorn_47,-36.65211079,174.7201391,Okura Walkway
Tepakiphasma,ngatikuri,tepa_ngat_1,-34.47249973,172.7644164,Radar Bush
